filename,truth_label,predict_label,probability,is_right,confidence
001106_0.npy,0,0,0.9999991655349731,True
001701_0.npy,0,0,0.9999464750289917,True
001804_1.npy,1,1,1.0,True
002301_1.npy,1,1,1.0,True
002705_0.npy,0,0,0.9999583959579468,True
003701_1.npy,1,1,0.9999850988388062,True
003901_0.npy,0,0,0.9999959468841553,True
003903_0.npy,0,0,0.9999997615814209,True
003904_0.npy,0,0,0.9994530081748962,True
004402_0.npy,0,0,0.9964845180511475,True
004606_0.npy,0,0,0.9926972985267639,True
004912_0.npy,0,0,0.989700436592102,True
005001_1.npy,1,1,0.9999998807907104,True
005901_1.npy,1,1,0.9994737505912781,True
006603_1.npy,1,1,0.6067349910736084,True
007801_1.npy,1,1,0.9999897480010986,True
011401_1.npy,1,1,0.9999717473983765,True
011902_0.npy,0,0,0.9996973276138306,True
012908_0.npy,0,0,0.9975005984306335,True
012914_0.npy,0,0,0.9979833364486694,True
013204_1.npy,1,1,1.0,True
013606_0.npy,0,0,0.8850622177124023,True
014105_0.npy,0,0,0.999320387840271,True
015101_1.npy,1,1,0.9999936819076538,True
019101_1.npy,1,1,0.9999986886978149,True
020601_0.npy,0,0,0.991583526134491,True
021504_0.npy,0,0,0.9999963045120239,True
022902_1.npy,1,1,0.9999992847442627,True
022903_1.npy,1,1,0.9999421834945679,True
022907_1.npy,1,1,0.9999819993972778,True
024403_1.npy,1,1,0.9999897480010986,True
026501_1.npy,1,1,0.9999960660934448,True
027101_0.npy,0,0,0.9838895797729492,True
028202_0.npy,0,0,0.9830957055091858,True
029806_0.npy,0,0,0.9974843263626099,True
031102_1.npy,1,1,0.9918183088302612,True
032102_0.npy,0,0,0.999998927116394,True
035603_0.npy,0,0,0.9998730421066284,True
039007_0.npy,0,0,0.9999909400939941,True
042601_0.npy,0,0,0.9999736547470093,True
042701_0.npy,0,0,0.9993883371353149,True
043304_0.npy,0,0,0.9801321625709534,True
045803_1.npy,1,1,0.9775775671005249,True
046001_0.npy,0,0,0.9949508905410767,True
047602_1.npy,1,1,0.9825803637504578,True
048103_0.npy,0,1,0.9485336542129517,False
050801_1.npy,1,1,0.9996127486228943,True
052305_0.npy,0,0,0.9980443716049194,True
054203_0.npy,0,0,0.9999979734420776,True
055702_1.npy,1,1,0.9710925221443176,True
056202_1.npy,1,1,0.9999790191650391,True
058705_1.npy,1,1,0.9999996423721313,True
058707_0.npy,0,0,0.8737316727638245,True
060204_0.npy,0,0,0.8768378496170044,True
060505_0.npy,0,0,0.9589248299598694,True
062501_1.npy,1,1,0.9999990463256836,True
064002_1.npy,1,0,0.5695722699165344,False
064903_0.npy,0,0,0.9999938011169434,True
064906_0.npy,0,0,0.9997988343238831,True
069802_1.npy,1,1,0.999991774559021,True
071301_0.npy,0,0,0.9999587535858154,True
071701_0.npy,0,0,0.8238170742988586,True
072901_0.npy,0,0,0.9996622800827026,True
074210_1.npy,1,1,0.8770818114280701,True
077305_0.npy,0,0,0.997933030128479,True
077505_0.npy,0,1,0.9876294136047363,False
077706_0.npy,0,0,0.9944602251052856,True
084304_0.npy,0,0,0.9996308088302612,True
084402_1.npy,1,1,0.9999653100967407,True
085101_0.npy,0,0,0.9994650483131409,True
085505_0.npy,0,0,0.9996305704116821,True
085512_0.npy,0,0,0.9995152950286865,True
089204_0.npy,0,0,0.979977548122406,True
089503_1.npy,1,1,0.9996676445007324,True
090403_1.npy,1,1,0.9999779462814331,True
091201_0.npy,0,0,0.9998555183410645,True
091602_0.npy,0,1,0.9856647253036499,False
095301_1.npy,1,1,0.903559148311615,True
095701_0.npy,0,0,0.9981136322021484,True
098701_0.npy,0,0,0.9999276399612427,True
