filename,truth_label,predict_label,probability,is_right,confidence
004510_1.npy,1,1,0.9997872710227966,True
004701_1.npy,1,1,0.9999938011169434,True
004906_0.npy,0,0,0.9758622050285339,True
005202_1.npy,1,1,0.9999996423721313,True
006602_1.npy,1,1,0.9999901056289673,True
007201_1.npy,1,1,0.9999977350234985,True
007502_1.npy,1,1,0.9999011754989624,True
008901_1.npy,1,1,0.9999998807907104,True
011002_0.npy,0,0,0.9513867497444153,True
011501_1.npy,1,1,0.9999949932098389,True
011901_0.npy,0,1,0.9184108972549438,False
012409_0.npy,0,0,0.9980510473251343,True
012415_0.npy,0,0,0.9946448802947998,True
012602_0.npy,0,0,0.9999195337295532,True
012801_0.npy,0,0,0.8803958296775818,True
013702_1.npy,1,1,0.9999948740005493,True
013902_1.npy,1,1,0.9999990463256836,True
018301_0.npy,0,0,0.9997815489768982,True
018503_0.npy,0,0,0.9996488094329834,True
018605_1.npy,1,1,0.9999971389770508,True
020002_0.npy,0,0,0.9874920845031738,True
022101_1.npy,1,1,0.9999997615814209,True
022901_0.npy,0,0,0.9991450309753418,True
025501_0.npy,0,0,0.9846044182777405,True
026001_1.npy,1,1,0.9999997615814209,True
028601_0.npy,0,0,1.0,True
029804_0.npy,0,0,0.8798860311508179,True
030001_0.npy,0,0,0.9690495133399963,True
030401_1.npy,1,1,0.9998688697814941,True
030502_1.npy,1,1,0.9052203297615051,True
031502_0.npy,0,0,0.9953662157058716,True
031504_1.npy,1,0,0.8976373076438904,False
032101_0.npy,0,0,0.5181488394737244,True
034102_0.npy,0,0,0.9570839405059814,True
034703_0.npy,0,0,0.9997408986091614,True
035303_1.npy,1,1,0.6997342109680176,True
038002_0.npy,0,0,0.9966141581535339,True
039003_0.npy,0,0,0.9999634027481079,True
039008_0.npy,0,0,0.999985933303833,True
039403_1.npy,1,0,0.8873916268348694,False
039504_0.npy,0,0,0.9999229907989502,True
039811_1.npy,1,1,0.9999971389770508,True
040003_1.npy,1,0,0.9798864722251892,False
040202_0.npy,0,0,0.9979004859924316,True
041902_0.npy,0,0,1.0,True
042102_0.npy,0,0,0.9998918771743774,True
043507_0.npy,0,0,0.9975256323814392,True
044201_0.npy,0,1,0.8940181136131287,False
044702_1.npy,1,1,0.9999641180038452,True
045008_1.npy,1,1,0.9751870632171631,True
046603_1.npy,1,1,0.9986214637756348,True
047902_0.npy,0,0,0.9842545986175537,True
048104_1.npy,1,1,0.686896800994873,True
048901_1.npy,1,1,0.999998927116394,True
049108_0.npy,0,0,0.9999998807907104,True
049301_0.npy,0,0,1.0,True
050903_0.npy,0,0,0.9983865022659302,True
050904_0.npy,0,0,0.9879442453384399,True
051501_1.npy,1,1,0.9999960660934448,True
055201_1.npy,1,0,0.938194990158081,False
058314_0.npy,0,0,0.9993720650672913,True
063706_0.npy,0,0,0.9713566899299622,True
064910_0.npy,0,0,0.9986786246299744,True
065507_0.npy,0,0,0.7914053797721863,True
069701_1.npy,1,1,0.9996125102043152,True
074001_1.npy,1,0,0.5504509806632996,False
078501_0.npy,0,0,0.9735061526298523,True
084403_0.npy,0,0,0.9766806960105896,True
085803_0.npy,0,0,0.9990071654319763,True
086801_0.npy,0,0,0.9769391417503357,True
089303_0.npy,0,0,0.9949097037315369,True
091101_0.npy,0,1,0.9999778270721436,False
092901_0.npy,0,0,1.0,True
093602_1.npy,1,1,0.99973064661026,True
094401_0.npy,0,0,1.0,True
096110_0.npy,0,0,0.9985560774803162,True
100501_0.npy,0,1,0.5688360929489136,False
100505_0.npy,0,1,0.8636490702629089,False
